manufacturer,category,screen_size,screen,ram,operating_system,weight,price,width_screen,height_screen,touchscreen,amd,intel,freq_cpu,ssd,hdd,hybrid,flash,brand_gpu
2,1,17.3,5,32,4,3.58,11372868.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,2
4,0,13.3,2,16,4,1.22,14662908.0,1920,1080,0,0.0,1.0,1.3,256.0,0.0,0.0,0.0,1
10,4,14.0,5,8,4,1.13,18219708.0,1920,1080,0,0.0,1.0,2.7,0.0,0.0,0.0,256.0,1
10,3,15.6,5,8,4,1.95,17454907.08,1920,1080,0,0.0,1.0,2.5,512.0,0.0,0.0,0.0,1
9,4,15.6,5,16,4,1.08,18664308.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
7,2,12.5,2,8,4,1.26,13186836.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
0,3,15.6,5,4,1,2.2,3192228.0,1920,1080,0,0.0,1.0,1.5,0.0,0.0,0.0,16.0,1
10,3,15.6,5,8,4,2.6,7015788.0,1920,1080,0,0.0,1.0,2.3,128.0,1024.0,0.0,0.0,2
9,4,14.0,5,8,4,0.98,16885908.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
4,3,14.0,2,8,4,1.6,10714860.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,1
7,4,12.5,1,8,4,1.09,27565200.0,3840,2160,0,0.0,1.0,1.2,240.0,0.0,0.0,0.0,1
10,3,15.6,2,6,4,2.2,7015788.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,2
7,3,15.6,2,8,4,2.04,9060859.08,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,2
0,3,15.6,2,4,4,2.4,4437108.0,1920,1080,0,0.0,1.0,2.4,0.0,1024.0,0.0,0.0,1
10,3,13.3,2,4,4,1.44,7833852.0,1920,1080,0,0.0,1.0,2.5,128.0,0.0,0.0,0.0,1
7,3,13.3,2,8,4,1.49,8536320.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
11,1,17.3,2,16,4,2.7,14218308.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
4,1,15.6,2,16,4,2.6,11995308.0,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
11,1,15.6,2,8,4,2.2,9958239.72,1920,1080,0,0.0,1.0,2.5,128.0,1024.0,0.0,0.0,2
4,3,15.6,0,4,4,2.18,6090931.08,1366,768,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,0
7,4,15.6,2,8,4,1.84,11532835.08,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,0
7,4,13.3,8,8,4,1.39,10216908.0,3200,1800,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
16,3,15.6,5,16,4,2.4,17561700.0,1920,1080,0,0.0,1.0,2.6,256.0,0.0,0.0,0.0,2
10,0,13.3,5,8,4,1.37,16227900.0,1920,1080,0,0.0,1.0,2.5,512.0,0.0,0.0,0.0,1
4,3,15.6,0,4,4,1.95,6490270.8,1366,768,0,0.0,1.0,2.3,0.0,500.0,0.0,0.0,1
10,4,12.5,5,8,4,1.36,14671800.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
7,3,15.6,2,8,4,2.31,10359180.0,1920,1080,0,0.0,1.0,2.3,256.0,0.0,0.0,0.0,1
4,3,15.6,0,4,4,2.18,6296069.52,1366,768,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
7,3,14.0,0,4,4,1.95,10216908.0,1366,768,0,0.0,1.0,2.3,0.0,500.0,0.0,0.0,1
10,3,15.6,0,4,4,2.2,2747628.0,1366,768,0,0.0,1.0,1.1,0.0,1024.0,0.0,0.0,1
7,4,12.5,2,4,4,1.26,14040468.0,1920,1080,0,0.0,1.0,2.3,0.0,500.0,0.0,0.0,1
7,3,15.6,0,4,3,1.86,2568898.8,1366,768,0,0.0,1.0,1.6,0.0,1024.0,0.0,0.0,1
10,0,13.3,6,16,4,1.3,15996708.0,3200,1800,0,0.0,1.0,2.2,1024.0,0.0,0.0,0.0,1
16,3,14.0,5,4,4,1.47,9825660.0,1920,1080,0,0.0,1.0,2.3,128.0,0.0,0.0,0.0,1
7,2,12.5,2,8,4,1.26,14840748.0,1920,1080,0,0.0,1.0,2.3,256.0,0.0,0.0,0.0,1
4,3,15.6,0,4,4,2.18,4967071.2,1366,768,0,0.0,1.0,2.0,0.0,1024.0,0.0,0.0,1
11,1,15.6,2,8,4,2.2,10661508.0,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
4,4,14.0,2,8,4,1.36,14573988.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,1,17.3,0,16,4,4.36,24524136.0,2560,1440,0,0.0,1.0,2.7,512.0,1024.0,0.0,0.0,2
7,1,17.3,5,8,4,2.75,12439908.0,1920,1080,0,0.0,1.0,2.3,128.0,1024.0,0.0,0.0,2
2,3,17.3,0,4,4,2.8,4712760.0,1600,900,0,0.0,1.0,1.6,0.0,1024.0,0.0,0.0,2
0,3,15.6,0,4,4,2.23,5504148.0,1366,768,0,1.0,0.0,2.5,0.0,500.0,0.0,0.0,1
16,3,15.6,0,8,4,2.2,9950148.0,1366,768,0,0.0,1.0,2.3,256.0,0.0,0.0,0.0,1
10,0,11.3,5,8,4,1.1,11550708.0,1920,1080,0,0.0,1.0,1.2,256.0,0.0,0.0,0.0,1
10,1,15.6,5,16,4,2.5,8883108.0,1920,1080,0,0.0,1.0,2.1,512.0,1024.0,0.0,0.0,0
4,4,12.5,2,8,4,1.36,13090802.4,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
10,3,15.6,2,8,3,2.2,6091020.0,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,2
4,3,17.3,0,4,4,2.36,5859828.0,1600,900,0,0.0,1.0,2.0,0.0,1024.0,0.0,0.0,0
0,3,14.0,0,4,1,1.68,3103308.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,32.0,1
7,5,15.6,5,8,4,2.0,19998108.0,1920,1080,0,0.0,1.0,2.7,8.0,0.0,0.0,0.0,2
4,4,14.0,2,8,4,1.36,15783300.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,1
16,3,13.3,2,8,4,1.2,12982320.0,1920,1080,0,0.0,1.0,2.3,256.0,0.0,0.0,0.0,1
2,0,12.5,2,8,1,1.2,10305828.0,1920,1080,0,0.0,1.0,1.2,0.0,0.0,0.0,64.0,1
10,4,14.0,5,8,4,1.7,13240099.08,1920,1080,0,0.0,1.0,2.6,256.0,0.0,0.0,0.0,1
4,1,17.3,4,16,4,4.36,28045368.0,3840,2160,0,0.0,1.0,2.8,512.0,1024.0,0.0,0.0,2
4,0,13.3,2,8,4,1.24,16885908.0,1920,1080,0,0.0,1.0,1.2,256.0,0.0,0.0,0.0,1
7,0,11.6,0,4,4,1.45,6891300.0,1366,768,1,0.0,1.0,1.1,256.0,0.0,0.0,0.0,1
4,4,13.3,8,8,4,1.3,11275056.0,3200,1800,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
0,0,11.6,3,4,1,1.25,3458988.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,32.0,1
16,3,13.3,2,8,4,1.2,13649220.0,1920,1080,0,0.0,1.0,2.4,256.0,0.0,0.0,0.0,1
10,4,12.5,5,8,4,1.36,15649920.0,1920,1080,0,0.0,1.0,2.6,256.0,0.0,0.0,0.0,1
0,3,15.6,2,12,4,2.4,8972028.0,1920,1080,0,0.0,1.0,2.5,128.0,1024.0,0.0,0.0,2
16,4,12.5,2,8,4,1.1,15916680.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
7,3,15.6,0,8,4,2.04,7527078.0,1366,768,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,2
4,3,15.6,0,4,2,2.25,4140293.04,1366,768,0,0.0,1.0,2.0,0.0,1024.0,0.0,0.0,0
4,3,15.6,0,4,4,1.9,7335900.0,1366,768,0,0.0,1.0,2.5,0.0,500.0,0.0,0.0,1
7,3,15.6,2,4,4,2.04,6091020.0,1920,1080,0,0.0,1.0,2.4,0.0,500.0,0.0,0.0,1
4,1,17.3,5,32,4,4.42,28000908.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
10,3,15.6,2,6,4,2.4,6179940.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
4,0,13.3,8,16,4,1.22,16885908.0,3200,1800,0,0.0,1.0,1.3,512.0,0.0,0.0,0.0,1
4,4,14.0,0,8,4,1.5,17454818.16,2560,1440,1,0.0,1.0,2.6,256.0,0.0,0.0,0.0,1
4,1,17.3,2,32,4,4.42,24897600.0,1920,1080,0,0.0,1.0,2.6,256.0,1024.0,0.0,0.0,2
16,3,14.0,2,8,4,1.95,10492560.0,1920,1080,0,0.0,1.0,2.3,256.0,0.0,0.0,0.0,1
2,1,17.3,2,16,4,2.73,18227710.8,1920,1080,0,,,2.8,256.0,1024.0,0.0,0.0,2
7,3,15.6,5,8,4,2.04,8705268.0,1920,1080,0,,,2.7,128.0,1024.0,0.0,0.0,2
10,3,14.0,0,4,4,1.7,8909784.0,1366,768,0,,,2.3,0.0,0.0,508.0,0.0,1
